user_id,avg_rating,rating_variance,review_count,avg_review_length,avg_sentiment,sentiment_variance,cluster,archetype,behavior_profile,affordability,durability,service_quality,social_proof,time_efficiency_x,ambience,food_quality,electronics,fashion,books_media,convenience,social_experience,luxury,positive_exaggeration,negative_exaggeration,uncertainty,dominant_value,rating_drift,sentiment_drift,emotional_trajectory,review_length,exclamation_count,question_count,uppercase_ratio,storytelling_score,slang_score,communication_style,soft_life,casual_slang,pidgin_staples,exclamations,social_enjoyment,expressiveness,proverbs,idioms,greetings,figurative_descriptions,conditional_phrases,persuasion,blame_criticism,humour_sarcasm,cultural_references,practical_survival,time_efficiency_y,time_efficiency_y,naija_narrative,hyperbole_narrative,kinship,oral_connectors,nigerian_identity,persona_summary,recommendation_tendency,cognitive_profile
-EX1hrPRBqNkVavtMllTCA,3.25,1.4417251570848821,36,390.19444444444446,0.1385073183525151,0.2224609044140504,2,Harsh Critic,"{'positivity': 'low', 'verbosity': 'high', 'emotional_stability': 'critical', 'review_style': 'analytical', 'expectation_level': 'high', 'decision_style': 'detail-oriented'}",0.16666666666666666,0.2222222222222222,0.6944444444444444,0.0,0.2222222222222222,0.08333333333333333,0.7222222222222222,0.0,0.0,0.0,0.25,0.027777777777777776,0.0,0.16666666666666666,0.027777777777777776,0.1111111111111111,food_quality,1,0.3657142857142857,emotionally_stable,390.19444444444446,0.4722222222222222,0.16666666666666666,0.04442983247424755,0.0,0.0,balanced,0.0,0.16666666666666666,22.944444444444443,0.0,0.1111111111111111,22.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,pidgin_staples,"Archetype: Harsh Critic

    Communication Style:
    balanced

    Dominant Value:
    food_quality

    Emotional Trajectory:
    emotionally_stable

    Nigerian Identity:
    pidgin_staples",prioritizes authentic and high-quality meals,"{'archetype': 'Harsh Critic', 'communication_style': 'balanced', 'dominant_value': 'food_quality', 'emotional_trajectory': 'emotionally_stable', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'prioritizes authentic and high-quality meals'}"
-M7fUg7FrdGctKr5f_eMUQ,4.090909090909091,1.3419634126405235,22,358.72727272727275,0.2152941595414293,0.16273928409240257,3,Emotional Storyteller,"{'positivity': 'moderate', 'verbosity': 'high', 'emotional_stability': 'reflective', 'review_style': 'narrative', 'expectation_level': 'balanced', 'decision_style': 'emotionally expressive'}",0.045454545454545456,0.13636363636363635,0.6363636363636364,0.0,0.22727272727272727,0.5,0.6363636363636364,0.0,0.0,0.0,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.3181818181818182,0.045454545454545456,0.045454545454545456,service_quality,3,-0.3097727272727273,emotionally_stable,358.72727272727275,0.36363636363636365,0.09090909090909091,0.022009741366313538,0.0,0.0,balanced,0.0,0.13636363636363635,22.272727272727273,0.0,0.045454545454545456,21.454545454545453,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.3181818181818182,0.0,0.0,0.0,0.045454545454545456,pidgin_staples,"Archetype: Emotional Storyteller

    Communication Style:
    balanced

    Dominant Value:
    service_quality

    Emotional Trajectory:
    emotionally_stable

    Nigerian Identity:
    pidgin_staples","expects courteous, attentive, and reliable staff","{'archetype': 'Emotional Storyteller', 'communication_style': 'balanced', 'dominant_value': 'service_quality', 'emotional_trajectory': 'emotionally_stable', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'expects courteous, attentive, and reliable staff'}"
-WM58wLjtlHlR91xVfM1FQ,4.041666666666667,1.1970676733137326,24,632.6666666666666,0.29811423717285684,0.2063817821621325,3,Emotional Storyteller,"{'positivity': 'moderate', 'verbosity': 'high', 'emotional_stability': 'reflective', 'review_style': 'narrative', 'expectation_level': 'balanced', 'decision_style': 'emotionally expressive'}",0.0,0.2916666666666667,0.4166666666666667,0.041666666666666664,0.25,0.08333333333333333,1.1666666666666667,0.08333333333333333,0.041666666666666664,0.0,0.125,0.3333333333333333,0.0,0.6666666666666666,0.0,0.125,food_quality,2,0.47149517149517145,emotionally_stable,632.6666666666666,2.1666666666666665,0.375,0.04037622230756448,0.0,0.0,balanced,0.0,0.25,37.583333333333336,0.0,0.0,37.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4583333333333333,0.0,0.0,0.041666666666666664,0.0,pidgin_staples,"Archetype: Emotional Storyteller

    Communication Style:
    balanced

    Dominant Value:
    food_quality

    Emotional Trajectory:
    emotionally_stable

    Nigerian Identity:
    pidgin_staples",prioritizes authentic and high-quality meals,"{'archetype': 'Emotional Storyteller', 'communication_style': 'balanced', 'dominant_value': 'food_quality', 'emotional_trajectory': 'emotionally_stable', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'prioritizes authentic and high-quality meals'}"
-qTtg1D3RidRa4cTB-ftwg,4.733333333333333,0.7037315505489969,15,195.66666666666666,0.4257131433381433,0.24590964509326999,0,Warm Optimist,"{'positivity': 'high', 'verbosity': 'moderate', 'emotional_stability': 'stable', 'review_style': 'supportive', 'expectation_level': 'moderate', 'decision_style': 'emotionally positive'}",0.0,0.13333333333333333,0.2,0.0,0.06666666666666667,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.13333333333333333,0.0,0.4,0.0,0.0,positive_exaggeration,0,-0.26309523809523805,emotionally_stable,195.66666666666666,1.3333333333333333,0.2,0.042991875322273033,0.0,0.0,balanced,0.0,0.0,13.066666666666666,0.0,0.0,12.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,pidgin_staples,"Archetype: Warm Optimist

    Communication Style:
    balanced

    Dominant Value:
    positive_exaggeration

    Emotional Trajectory:
    emotionally_stable

    Nigerian Identity:
    pidgin_staples",balanced preferences,"{'archetype': 'Warm Optimist', 'communication_style': 'balanced', 'dominant_value': 'positive_exaggeration', 'emotional_trajectory': 'emotionally_stable', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'balanced preferences'}"
02H49g16MdRoZKoX6IEoFA,4.2727272727272725,1.202450600185906,22,406.54545454545456,0.2557760326912987,0.3554399036498923,1,Reactive Reviewer,"{'positivity': 'mixed', 'verbosity': 'moderate', 'emotional_stability': 'volatile', 'review_style': 'emotion-driven', 'expectation_level': 'variable', 'decision_style': 'experience-sensitive'}",0.13636363636363635,0.045454545454545456,1.1363636363636365,0.0,0.13636363636363635,0.13636363636363635,0.6363636363636364,0.0,0.09090909090909091,0.0,1.3181818181818181,0.09090909090909091,0.0,0.2727272727272727,0.045454545454545456,0.045454545454545456,convenience,1,0.2701995614035088,emotionally_stable,406.54545454545456,0.0,0.0,0.03463234237328737,0.0,0.0,balanced,0.0,0.18181818181818182,26.136363636363637,0.0,0.0,25.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.0,0.0,0.0,pidgin_staples,"Archetype: Reactive Reviewer

    Communication Style:
    balanced

    Dominant Value:
    convenience

    Emotional Trajectory:
    emotionally_stable

    Nigerian Identity:
    pidgin_staples","prefers easy access, fast delivery, and hassle‑free processes","{'archetype': 'Reactive Reviewer', 'communication_style': 'balanced', 'dominant_value': 'convenience', 'emotional_trajectory': 'emotionally_stable', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'prefers easy access, fast delivery, and hassle‑free processes'}"
0650daOKAuufqymyOBe3cA,4.9375,0.25,16,255.9375,0.47873916254158855,0.19626847163314073,0,Warm Optimist,"{'positivity': 'high', 'verbosity': 'moderate', 'emotional_stability': 'stable', 'review_style': 'supportive', 'expectation_level': 'moderate', 'decision_style': 'emotionally positive'}",0.0625,0.0625,1.0625,0.0,0.0,0.6875,0.25,0.0,0.0,0.125,0.125,0.3125,0.0,0.375,0.0,0.0,service_quality,0,0.49859022556390975,emotionally_stable,255.9375,0.3125,0.0,0.041413152805472885,0.0,0.0,balanced,0.0,0.125,15.9375,0.0,0.0,15.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,pidgin_staples,"Archetype: Warm Optimist

    Communication Style:
    balanced

    Dominant Value:
    service_quality

    Emotional Trajectory:
    emotionally_stable

    Nigerian Identity:
    pidgin_staples","expects courteous, attentive, and reliable staff","{'archetype': 'Warm Optimist', 'communication_style': 'balanced', 'dominant_value': 'service_quality', 'emotional_trajectory': 'emotionally_stable', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'expects courteous, attentive, and reliable staff'}"
06Yz-YYYa1U9PN37b6UniA,4.0625,1.1236102527122114,16,777.625,0.31603545319289206,0.16274404792008806,3,Emotional Storyteller,"{'positivity': 'moderate', 'verbosity': 'high', 'emotional_stability': 'reflective', 'review_style': 'narrative', 'expectation_level': 'balanced', 'decision_style': 'emotionally expressive'}",0.125,0.3125,1.75,0.0,0.0625,0.375,2.5625,0.0,0.0,0.0,0.1875,0.375,0.0625,0.625,0.0,0.1875,food_quality,0,-0.5119999999999999,becoming_more_negative,777.625,0.1875,0.0625,0.030440116490322116,0.0,0.0,balanced,0.0,0.125,45.625,0.0,0.0625,44.625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.1875,0.0,pidgin_staples,"Archetype: Emotional Storyteller

    Communication Style:
    balanced

    Dominant Value:
    food_quality

    Emotional Trajectory:
    becoming_more_negative

    Nigerian Identity:
    pidgin_staples",prioritizes authentic and high-quality meals,"{'archetype': 'Emotional Storyteller', 'communication_style': 'balanced', 'dominant_value': 'food_quality', 'emotional_trajectory': 'becoming_more_negative', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'prioritizes authentic and high-quality meals'}"
0Tsu6-uhw_w9Z3W0Xlnazg,1.6875,1.138346754435279,16,411.125,0.09338940177979699,0.22551674996737897,2,Harsh Critic,"{'positivity': 'low', 'verbosity': 'high', 'emotional_stability': 'critical', 'review_style': 'analytical', 'expectation_level': 'high', 'decision_style': 'detail-oriented'}",0.5,0.1875,0.3125,0.0,0.125,0.0,0.5,0.0,0.125,0.0,0.25,0.0625,0.0,0.0625,0.0625,0.125,affordability,0,0.056944444444444436,emotionally_stable,411.125,1.1875,0.75,0.025742766796727712,0.0,0.0,balanced,0.0,0.3125,23.8125,0.0,0.125,23.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,pidgin_staples,"Archetype: Harsh Critic

    Communication Style:
    balanced

    Dominant Value:
    affordability

    Emotional Trajectory:
    emotionally_stable

    Nigerian Identity:
    pidgin_staples",seeks budget-friendly and high-value experiences,"{'archetype': 'Harsh Critic', 'communication_style': 'balanced', 'dominant_value': 'affordability', 'emotional_trajectory': 'emotionally_stable', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'seeks budget-friendly and high-value experiences'}"
0xJwTzZuWOac7ufeTioeig,3.8823529411764706,1.3639259941972877,17,556.7058823529412,0.23428483726970512,0.1986989034193297,3,Emotional Storyteller,"{'positivity': 'moderate', 'verbosity': 'high', 'emotional_stability': 'reflective', 'review_style': 'narrative', 'expectation_level': 'balanced', 'decision_style': 'emotionally expressive'}",0.17647058823529413,0.0,0.8823529411764706,0.0,0.11764705882352941,0.29411764705882354,1.411764705882353,0.0,0.058823529411764705,0.058823529411764705,0.0,0.23529411764705882,0.0,0.6470588235294118,0.0,0.23529411764705882,food_quality,-4,-0.8291666666666666,becoming_more_negative,556.7058823529412,0.0,0.23529411764705882,0.02032198193110917,0.0,0.0,balanced,0.0,0.35294117647058826,28.294117647058822,0.0,0.29411764705882354,27.88235294117647,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.0,pidgin_staples,"Archetype: Emotional Storyteller

    Communication Style:
    balanced

    Dominant Value:
    food_quality

    Emotional Trajectory:
    becoming_more_negative

    Nigerian Identity:
    pidgin_staples",prioritizes authentic and high-quality meals,"{'archetype': 'Emotional Storyteller', 'communication_style': 'balanced', 'dominant_value': 'food_quality', 'emotional_trajectory': 'becoming_more_negative', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'prioritizes authentic and high-quality meals'}"
175DuOm7IPiEy5f1KG9esA,3.4705882352941178,1.461325552629012,34,646.7058823529412,0.156587143635935,0.19222374322516828,2,Harsh Critic,"{'positivity': 'low', 'verbosity': 'high', 'emotional_stability': 'critical', 'review_style': 'analytical', 'expectation_level': 'high', 'decision_style': 'detail-oriented'}",0.08823529411764706,0.029411764705882353,0.8235294117647058,0.0,0.11764705882352941,0.14705882352941177,1.7647058823529411,0.029411764705882353,0.14705882352941177,0.0,0.3235294117647059,0.29411764705882354,0.0,0.6470588235294118,0.058823529411764705,0.08823529411764706,food_quality,0,0.07110389610389603,emotionally_stable,646.7058823529412,0.0,0.0,0.021438673122613352,0.0,0.0,balanced,0.0,0.11764705882352941,39.8235294117647,0.0,0.08823529411764706,38.76470588235294,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.29411764705882354,0.0,0.0,0.029411764705882353,0.0,pidgin_staples,"Archetype: Harsh Critic

    Communication Style:
    balanced

    Dominant Value:
    food_quality

    Emotional Trajectory:
    emotionally_stable

    Nigerian Identity:
    pidgin_staples",prioritizes authentic and high-quality meals,"{'archetype': 'Harsh Critic', 'communication_style': 'balanced', 'dominant_value': 'food_quality', 'emotional_trajectory': 'emotionally_stable', 'nigerian_identity': 'pidgin_staples', 'recommendation_behavior': 'prioritizes authentic and high-quality meals'}"
